EmployeeID,HireDate,ExitDate,EmploymentStatus,EmploymentType,Age,Gender,MaritalStatus,StateOfOrigin,Education,EducationField,Department,JobLevel,YearsAtCompany,YearsInRole,TotalWorkingYears,YearsSinceLastPromotion,NumberOfPromotions,MonthlyIncome,SalaryBand,LastSalaryIncreasePct,BonusReceived,PerformanceRating,TrainingTimesLastYear,TargetsMetPct,JobSatisfaction,WorkLifeBalance,ManagerRelationship,EnvironmentSatisfaction,EngagementScore,DistanceFromHome,OvertimeFrequency,BusinessTravel,RemoteWorkOption,Attrition,Reason_for_Leaving
EMP-01851,7/30/2018,,Active,Permanent,32,Male,Married,Adamawa,4,Economics,Treasury & Markets Department,3,6.4,2.1,7.9,3.5,2,955312,Mid,8.1,No,3,2,80.4,1,3,2,4,63,547,Always,Occasional,No,No,
EMP-01852,7/30/2018,,Active,Contract,22,Male,Single,Anambra,3,Accounting,Digital Banking Department,1,6.4,0.7,6.4,3.0,0,232048,Contract,1.5,No,3,1,70.4,1,2,4,4,65,184,Rarely,No Travel,No,No,
EMP-01853,7/31/2018,,Active,Permanent,25,Female,Single,Lagos,3,Finance,Branch Operations Department,2,6.4,5.7,6.4,2.6,1,714417,Junior,6.5,No,3,3,77.9,3,2,3,4,78,16,Rarely,No Travel,Yes,No,
EMP-01854,7/31/2018,,Active,Contract,24,Male,Single,Lagos,3,Computer Science,Core Banking Applications Support,1,6.4,2.7,6.4,1.4,0,243749,Contract,4.3,Yes,4,1,88.2,4,4,2,4,90,22,Sometimes,No Travel,Yes,No,
EMP-01855,7/31/2018,,Active,Contract,24,Female,Single,Akwa Ibom,3,Engineering,Alternative Channels Department,1,6.4,4.4,6.4,5.7,0,171125,Contract,1.5,No,2,1,50.3,3,4,4,2,86,368,Often,Occasional,No,No,
EMP-01856,8/2/2018,,Active,Permanent,30,Female,Single,Edo,3,Accounting,Institutional Banking Department,3,6.4,4.0,6.8,3.7,1,915158,Mid,14.6,No,3,4,81.0,4,4,3,4,91,621,Always,No Travel,No,No,
EMP-01857,8/2/2018,,Active,Permanent,44,Male,Single,Kano,3,Business Administration,Customer Service / Customer Experience Department,3,6.4,2.9,12.6,2.9,1,807425,Mid,4.4,Yes,4,2,92.2,3,4,1,2,66,621,Rarely,No Travel,No,No,
EMP-01858,8/3/2018,4/21/2021,Resigned,Permanent,51,Female,Married,Kaduna,5,Business Administration,Clearing & Settlement Department,4,6.4,2.7,17.3,3.7,3,3467231,Senior,8.2,Yes,2,3,64.1,4,2,4,2,78,532,Rarely,Frequent,No,Yes,BETTER OPPORTUNITY
EMP-01859,8/4/2018,,Active,Permanent,28,Male,Married,Enugu,3,Engineering,Cash Management & Vault Operations,3,6.4,5.1,6.4,1.0,3,1293938,Mid,6.1,Yes,3,3,88.7,3,2,4,4,86,186,Never,Occasional,No,No,
EMP-01860,8/6/2018,6/17/2024,Terminated,Permanent,42,Female,Divorced,Ebonyi,4,Information Technology,Customer Service / Customer Experience Department,3,6.4,2.3,14.9,4.7,3,1249535,Mid,9.0,Yes,1,2,49.8,4,4,3,3,90,562,Sometimes,Occasional,No,Yes,TERMINATION
EMP-01861,8/6/2018,,Active,Contract,32,Female,Married,Kwara,2,Finance,Retail Banking Department,1,6.4,1.8,6.7,4.6,0,246905,Contract,2.1,No,4,1,88.8,3,1,2,3,57,414,Never,No Travel,No,No,
EMP-01862,8/8/2018,,Active,Permanent,36,Female,Married,Lagos,3,Finance,Cash Management & Vault Operations,2,6.4,1.9,10.1,2.8,1,635064,Junior,13.7,No,1,1,30.1,1,2,4,3,63,22,Sometimes,No Travel,Yes,No,
EMP-01863,8/8/2018,,Active,Permanent,45,Male,Married,Delta,4,Accounting,Branch Operations Department,5,6.4,2.6,15.6,4.3,4,7137310,Executive,11.3,Yes,3,4,76.7,1,4,4,2,72,363,Never,Frequent,No,No,
EMP-01864,8/8/2018,,Active,Permanent,26,Female,Married,Abuja (FCT),3,Economics,Retail Banking Department,2,6.4,2.7,6.4,3.3,0,624283,Junior,14.7,No,4,1,95.0,3,3,4,3,86,524,Sometimes,Occasional,Yes,No,
EMP-01865,8/9/2018,10/1/2020,Resigned,Permanent,26,Female,Single,Abuja (FCT),3,Banking & Finance,Corporate Banking Department,2,6.4,4.1,6.4,2.7,0,792305,Junior,5.1,Yes,4,4,98.9,4,3,4,4,91,550,Sometimes,No Travel,Yes,Yes,RELOCATION
EMP-01866,8/10/2018,,Active,Permanent,31,Male,Married,Abuja (FCT),3,Accounting,Retail Banking Department,3,6.4,1.6,7.0,2.8,1,1453310,Mid,14.0,No,3,2,79.4,1,3,3,3,64,496,Never,Occasional,No,No,
EMP-01867,8/10/2018,,Active,Permanent,50,Female,Married,Lagos,4,Others,Commercial Banking Department,4,6.4,2.7,26.5,2.0,4,2573799,Senior,4.1,Yes,3,1,88.0,4,3,3,4,85,34,Often,Occasional,No,No,
EMP-01868,8/11/2018,,Active,Permanent,42,Male,Married,Lagos,4,Others,Regulatory Compliance Department,3,6.4,4.9,10.3,4.8,2,1450840,Mid,4.4,Yes,4,1,88.8,3,2,3,3,72,20,Always,Frequent,No,No,
EMP-01869,8/11/2018,,Active,Permanent,56,Male,Married,Lagos,4,Statistics,Customer Service / Customer Experience Department,5,6.4,4.8,7.9,2.0,4,5942716,Executive,8.7,Yes,3,3,78.0,3,2,3,1,60,39,Often,Frequent,Yes,No,
EMP-01870,8/12/2018,2/25/2022,Resigned,Contract,33,Male,Single,Kano,1,Accounting,Asset Management Department,1,6.4,0.4,9.5,5.0,0,245387,Contract,4.8,No,2,0,68.5,2,2,1,3,46,666,Often,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-01871,8/12/2018,,Active,Contract,29,Male,Single,Lagos,2,Accounting,Facilities & Administrative Services,1,6.4,3.8,6.4,2.4,0,228000,Contract,0.3,No,4,0,95.5,2,1,4,4,73,25,Rarely,No Travel,No,No,
EMP-01872,8/12/2018,,Active,Permanent,28,Female,Single,Abuja (FCT),3,Business Administration,Risk Management Department,2,6.4,1.0,6.4,0.7,1,700741,Junior,10.1,Yes,3,2,87.5,4,3,3,3,82,507,Never,Frequent,No,No,
EMP-01873,8/13/2018,,Active,Permanent,48,Male,Married,Abuja (FCT),3,Business Administration,Private Banking & Wealth Management,4,6.4,1.3,21.0,4.8,3,2967836,Senior,9.0,Yes,3,0,88.2,1,2,3,4,58,534,Always,Frequent,No,No,
EMP-01874,8/13/2018,,Active,Permanent,36,Male,Married,Borno,4,Finance,Internal Control & Anti-Fraud Unit,4,6.4,1.4,8.3,0.1,2,2248501,Senior,7.8,Yes,3,3,75.3,2,2,4,4,75,512,Often,Occasional,No,No,
EMP-01875,8/14/2018,,Active,Permanent,44,Male,Married,Ogun,3,Mathematics,Digital Banking Department,3,6.4,4.7,14.4,0.4,1,1187167,Mid,14.6,No,3,5,78.3,2,3,4,3,72,72,Often,Occasional,Yes,No,
EMP-01876,8/15/2018,,Active,Permanent,39,Male,Married,Anambra,3,Computer Science,Finance & Corporate Strategy Department,3,6.4,3.6,15.0,4.8,2,1321291,Mid,12.7,No,2,0,67.7,3,3,2,4,72,702,Sometimes,No Travel,No,No,
EMP-01877,8/16/2018,6/23/2020,Resigned,Permanent,44,Male,Married,Cross River,3,Finance,Credit Administration Department,3,6.4,4.3,14.6,2.7,1,1368176,Mid,4.6,No,2,3,50.0,1,2,3,3,60,302,Rarely,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-01878,8/17/2018,,Active,Permanent,32,Male,Married,Lagos,3,Business Administration,Regulatory Compliance Department,2,6.4,4.3,8.7,2.8,0,522525,Junior,5.7,Yes,3,3,89.3,1,2,3,3,55,31,Often,No Travel,No,No,
EMP-01879,8/18/2018,,Active,Permanent,44,Male,Married,Lagos,4,Statistics,Alternative Channels Department,4,6.4,4.5,14.4,1.5,3,3065474,Senior,8.0,Yes,4,1,89.0,3,2,2,2,54,53,Always,Frequent,No,No,
EMP-01880,8/18/2018,,Active,Permanent,41,Male,Married,Edo,3,Mathematics,Credit Administration Department,4,6.4,3.5,7.3,4.7,4,2283577,Senior,4.7,Yes,4,5,93.0,4,4,3,3,91,411,Sometimes,Occasional,Yes,No,
EMP-01881,8/18/2018,,Active,Permanent,33,Female,Married,Ekiti,4,Engineering,Clearing & Settlement Department,3,6.4,1.2,7.4,1.6,3,1179590,Mid,14.0,Yes,3,0,77.3,4,3,2,3,76,223,Sometimes,No Travel,No,No,
EMP-01882,8/19/2018,8/19/2024,Resigned,Permanent,28,Female,Married,Oyo,3,Finance,Data Analytics & Business Intelligence,2,6.4,5.4,6.4,3.0,0,594897,Junior,14.9,No,3,3,70.9,2,3,4,4,81,77,Sometimes,No Travel,No,Yes,CAREER PROGRESSION
EMP-01883,8/20/2018,,Active,Permanent,28,Male,Married,Oyo,3,Finance,Internal Audit Department,2,6.4,2.4,6.4,1.2,0,640688,Junior,5.2,Yes,3,3,81.6,3,4,3,1,65,108,Rarely,No Travel,Yes,No,
EMP-01884,8/21/2018,,Active,Permanent,34,Female,Married,Edo,3,Others,Cash Management & Vault Operations,3,6.4,2.8,10.2,0.5,2,1262122,Mid,13.0,No,3,3,74.1,2,3,4,3,79,671,Never,Occasional,No,No,
EMP-01885,8/21/2018,10/16/2020,Resigned,Permanent,30,Male,Single,Oyo,3,Statistics,Information & Cyber Security Department,3,6.4,4.1,6.6,4.5,2,1331536,Mid,7.0,No,4,1,88.1,3,4,3,3,83,112,Often,Occasional,Yes,Yes,PERSONAL REASONS
EMP-01886,8/21/2018,,Active,Permanent,43,Female,Married,Lagos,4,Others,Retail Banking Department,4,6.4,1.6,10.8,4.2,3,2700791,Senior,7.2,Yes,4,0,88.7,3,3,4,1,72,54,Often,Occasional,No,No,
EMP-01887,8/21/2018,,Active,Permanent,32,Male,Single,Ogun,3,Others,Central Operations Department,2,6.4,3.6,7.8,2.7,0,600965,Junior,9.0,Yes,2,1,62.6,4,1,4,3,75,105,Rarely,No Travel,Yes,No,
EMP-01888,8/23/2018,,Active,Permanent,42,Male,Married,Akwa Ibom,3,Engineering,Legal Department,3,6.4,2.7,9.8,4.9,3,1122030,Mid,13.3,No,3,2,82.0,3,2,4,3,78,391,Often,Occasional,No,No,
EMP-01889,8/24/2018,9/21/2023,Terminated,Permanent,35,Female,Married,Lagos,3,Accounting,Internal Audit Department,3,6.4,2.3,11.6,3.3,1,815064,Mid,13.7,No,3,4,73.1,4,4,3,2,83,47,Always,Occasional,Yes,Yes,TERMINATION
EMP-01890,8/24/2018,,Active,Permanent,36,Male,Divorced,Abuja (FCT),3,Information Technology,Public Sector Department,3,6.4,1.4,7.5,2.5,1,816575,Mid,11.5,No,3,3,90.0,3,4,3,4,84,595,Rarely,Occasional,No,No,
EMP-01891,8/24/2018,,Active,Permanent,31,Male,Married,Anambra,4,Business Administration,Retail Banking Department,3,6.4,3.8,6.8,3.0,1,990091,Mid,6.5,No,4,2,91.4,1,3,3,3,62,474,Often,No Travel,No,No,
EMP-01892,8/27/2018,,Active,Permanent,30,Female,Married,Lagos,3,Accounting,Branch Operations Department,2,6.3,4.0,6.6,4.9,1,513869,Junior,7.0,Yes,3,3,86.3,3,1,4,3,67,13,Rarely,No Travel,No,No,
EMP-01893,8/28/2018,,Active,Permanent,50,Male,Married,Abuja (FCT),4,Banking & Finance,Data Analytics & Business Intelligence,4,6.3,0.5,25.3,2.2,3,2035452,Senior,7.9,Yes,3,1,82.5,3,1,4,3,70,438,Often,Frequent,Yes,No,
EMP-01894,8/29/2018,6/22/2024,Resigned,Permanent,27,Male,Married,Rivers,2,Finance,SME Banking Department,2,6.3,4.1,6.3,5.7,1,745869,Junior,10.0,No,3,1,85.9,1,4,3,2,62,256,Rarely,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-01895,8/29/2018,,Active,Permanent,37,Male,Married,Yobe,3,Others,Asset Management Department,2,6.3,0.7,7.2,2.0,0,727810,Junior,10.2,Yes,2,2,68.7,1,2,3,3,51,374,Sometimes,No Travel,Yes,No,
EMP-01896,8/29/2018,,Active,Permanent,27,Female,Single,Rivers,4,Engineering,Digital Banking Department,2,6.3,5.6,6.3,4.1,1,641668,Junior,12.7,Yes,2,2,64.6,3,2,4,3,70,415,Never,No Travel,Yes,No,
EMP-01897,8/31/2018,,Active,Permanent,29,Female,Single,Osun,4,Law,Risk Management Department,2,6.3,2.2,6.3,6.0,0,620388,Junior,11.3,Yes,3,1,74.2,1,3,2,3,60,717,Sometimes,No Travel,No,No,
EMP-01898,8/31/2018,,Active,Permanent,36,Female,Married,Lagos,4,Business Administration,SME Banking Department,3,6.3,3.5,7.6,3.0,2,1254412,Mid,10.0,No,3,0,71.4,2,4,3,3,76,36,Often,Occasional,No,No,
EMP-01899,8/31/2018,,Active,Permanent,41,Male,Married,Kano,4,Banking & Finance,Human Resources & Talent Management,4,6.3,0.7,8.1,3.2,3,3068473,Senior,14.5,Yes,3,3,71.5,1,3,4,2,61,161,Sometimes,Occasional,Yes,No,
EMP-01900,9/2/2018,8/7/2019,Resigned,Contract,34,Female,Married,Abuja (FCT),3,Economics,Asset Management Department,1,6.3,3.8,6.5,3.3,0,170936,Contract,0.3,No,3,0,89.1,1,3,3,4,68,443,Rarely,No Travel,Yes,Yes,BETTER OPPORTUNITY
EMP-01901,9/2/2018,,Active,Permanent,36,Female,Married,Rivers,2,Finance,Corporate Banking Department,2,6.3,4.7,6.9,4.7,1,767587,Junior,12.4,Yes,2,3,55.3,1,3,3,3,67,488,Sometimes,Occasional,No,No,
EMP-01902,9/2/2018,,Active,Permanent,33,Male,Married,Lagos,2,Statistics,Retail Banking Department,2,6.3,2.3,9.6,1.5,1,709614,Junior,13.2,No,4,3,94.3,2,4,3,2,73,8,Often,No Travel,No,No,
EMP-01903,9/3/2018,,Active,Contract,34,Male,Single,Lagos,1,Mathematics,Core Banking Applications Support,1,6.3,5.5,10.9,3.5,0,164323,Contract,1.9,No,3,2,87.4,4,3,3,2,75,14,Never,No Travel,No,No,
EMP-01904,9/4/2018,3/9/2019,Resigned,Permanent,43,Female,Married,Ogun,4,Accounting,Private Banking & Wealth Management,3,6.3,2.4,19.5,4.5,2,1489981,Mid,3.7,No,3,3,87.3,2,4,2,3,68,40,Often,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-01905,9/5/2018,,Active,Permanent,34,Male,Single,Nasarawa,2,Computer Science,Credit Administration Department,2,6.3,3.0,11.0,3.4,0,586675,Junior,7.7,Yes,3,3,85.9,1,2,3,2,52,194,Always,No Travel,No,No,
EMP-01906,9/5/2018,,Active,Permanent,34,Male,Single,Anambra,3,Accounting,Credit Administration Department,2,6.3,3.7,9.9,3.6,0,541516,Junior,14.7,Yes,1,2,26.8,2,1,4,4,73,622,Rarely,No Travel,Yes,No,
EMP-01907,9/5/2018,,Active,Permanent,28,Male,Married,Edo,4,Economics,Branch Operations Department,3,6.3,4.7,6.3,4.4,3,1205486,Mid,14.4,No,2,1,67.0,3,1,3,3,65,680,Sometimes,No Travel,No,No,
EMP-01908,9/5/2018,,Active,Permanent,43,Male,Married,Delta,4,Finance,Information & Cyber Security Department,3,6.3,1.6,14.8,4.7,2,1209462,Mid,5.8,Yes,3,1,79.1,4,3,4,1,70,726,Rarely,Occasional,Yes,No,
EMP-01909,9/5/2018,,Active,Contract,28,Male,Married,Anambra,3,Computer Science,Internal Control & Anti-Fraud Unit,1,6.3,2.2,6.3,3.8,0,214057,Contract,4.7,Yes,1,0,25.5,1,4,3,2,64,299,Rarely,Occasional,No,No,
EMP-01910,9/5/2018,,Active,Permanent,37,Female,Married,Lagos,4,Business Administration,Internal Audit Department,2,6.3,1.2,12.0,1.7,1,734618,Junior,13.0,No,2,3,56.8,2,1,3,1,46,7,Often,Occasional,No,No,
EMP-01911,9/6/2018,,Active,Permanent,55,Male,Married,Yobe,4,Business Administration,Digital Banking Department,5,6.3,3.5,21.7,0.3,6,4360513,Executive,11.5,Yes,2,2,60.6,3,3,3,4,83,408,Often,Occasional,No,No,
EMP-01912,9/7/2018,8/7/2023,Resigned,Permanent,34,Male,Married,Abuja (FCT),2,Computer Science,Regulatory Compliance Department,2,6.3,0.3,6.6,3.6,1,621139,Junior,3.7,Yes,4,2,90.8,3,4,4,4,92,546,Often,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-01913,9/7/2018,,Active,Contract,23,Male,Single,Delta,1,Accounting,Retail Banking Department,1,6.3,2.4,6.3,4.9,0,167197,Contract,3.8,No,2,0,50.3,4,1,3,2,58,395,Sometimes,Occasional,No,No,
EMP-01914,9/7/2018,8/29/2023,Resigned,Permanent,36,Female,Married,Ebonyi,3,Economics,Commercial Banking Department,2,6.3,1.5,9.8,5.5,1,769648,Junior,8.5,Yes,4,4,98.4,3,3,1,1,50,258,Sometimes,Occasional,No,Yes,CAREER PROGRESSION
EMP-01915,9/11/2018,7/4/2024,Resigned,Contract,22,Female,Single,Lagos,2,Information Technology,Regulatory Compliance Department,1,6.3,0.7,6.3,2.1,0,155943,Contract,3.1,No,2,1,63.4,4,3,1,4,71,32,Rarely,Occasional,No,Yes,CAREER PROGRESSION
EMP-01916,9/12/2018,,Active,Permanent,31,Female,Single,Borno,3,Mathematics,Agricultural Finance Department,2,6.3,1.8,7.9,1.4,1,674272,Junior,7.3,Yes,4,2,96.1,3,3,3,3,70,547,Sometimes,No Travel,No,No,
EMP-01917,9/12/2018,,Active,Permanent,30,Female,Married,Lagos,3,Business Administration,Corporate Banking Department,3,6.3,3.3,6.5,0.6,3,1228813,Mid,12.0,Yes,4,3,92.7,4,1,1,3,57,4,Sometimes,Occasional,Yes,No,
EMP-01918,9/12/2018,5/14/2023,Resigned,Permanent,37,Female,Married,Abuja (FCT),5,Information Technology,Branch Operations Department,3,6.3,4.0,8.5,4.1,3,1041348,Mid,11.6,Yes,3,2,78.7,4,3,2,1,61,569,Sometimes,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-01919,9/12/2018,8/20/2020,Resigned,Permanent,42,Female,Single,Abuja (FCT),4,Engineering,Regulatory Compliance Department,3,6.3,0.4,14.1,5.9,2,1425244,Mid,12.5,Yes,4,2,99.3,2,3,4,3,78,429,Always,No Travel,No,Yes,CAREER PROGRESSION
EMP-01920,9/13/2018,,Active,Permanent,44,Male,Married,Kaduna,4,Engineering,Information Technology (IT) Department,4,6.3,2.0,11.4,4.0,4,1558914,Senior,11.3,No,3,2,88.1,4,3,4,4,96,475,Sometimes,No Travel,Yes,No,
EMP-01921,9/14/2018,,Active,Permanent,29,Male,Single,Lagos,3,Computer Science,Digital Banking Department,2,6.3,4.6,6.3,1.3,1,596853,Junior,13.1,No,4,1,91.0,2,3,3,4,78,41,Sometimes,No Travel,No,No,
EMP-01922,9/14/2018,,Active,Permanent,29,Female,Single,Kwara,2,Computer Science,Public Sector Department,2,6.3,4.0,6.3,4.8,1,501607,Junior,11.7,No,3,2,88.4,4,4,1,2,68,593,Often,No Travel,No,No,
EMP-01923,9/14/2018,,Active,Permanent,44,Male,Married,Cross River,4,Statistics,International Remittances Department,4,6.3,5.6,18.9,2.9,2,2014922,Senior,12.7,Yes,4,2,96.6,3,2,3,3,65,288,Rarely,Frequent,No,No,
EMP-01924,9/15/2018,,Active,Permanent,29,Male,Married,Bayelsa,3,Law,Information & Cyber Security Department,2,6.3,2.9,6.3,4.1,1,633014,Junior,12.3,No,4,2,88.6,3,4,3,3,83,302,Often,Occasional,Yes,No,
EMP-01925,9/16/2018,,Active,Permanent,33,Male,Married,Kogi,4,Banking & Finance,Data Analytics & Business Intelligence,3,6.3,3.1,9.0,5.1,1,1056492,Mid,10.9,Yes,4,1,96.9,1,4,1,4,60,360,Rarely,No Travel,No,No,
EMP-01926,9/16/2018,,Active,Permanent,44,Male,Single,Lagos,4,Finance,Internal Control & Anti-Fraud Unit,4,6.3,2.3,12.6,2.7,2,1515675,Senior,5.3,Yes,2,3,66.1,4,1,2,2,57,36,Sometimes,Occasional,Yes,No,
EMP-01927,9/17/2018,10/29/2021,Resigned,Permanent,36,Male,Single,Lagos,5,Engineering,Human Resources & Talent Management,4,6.3,5.0,8.8,3.2,3,1950479,Senior,10.5,Yes,4,2,91.8,4,3,4,2,78,29,Rarely,Frequent,No,Yes,CAREER BREAK
EMP-01928,9/17/2018,,Active,Contract,25,Male,Single,Kwara,3,Others,Treasury & Markets Department,1,6.3,4.8,6.3,5.9,0,160686,Contract,5.0,No,4,1,89.8,3,4,3,4,89,668,Often,No Travel,No,No,
EMP-01929,9/18/2018,,Active,Permanent,51,Male,Married,Nasarawa,4,Business Administration,Clearing & Settlement Department,4,6.3,2.8,19.7,1.6,4,1796280,Senior,6.4,Yes,3,3,86.7,3,3,2,2,65,477,Often,No Travel,No,No,
EMP-01930,9/18/2018,,Active,Permanent,25,Male,Single,Edo,3,Information Technology,Risk Management Department,2,6.3,3.0,6.3,3.6,1,520501,Junior,9.1,Yes,3,2,74.1,2,4,3,4,86,275,Often,Occasional,No,No,
EMP-01931,9/18/2018,,Active,Permanent,28,Male,Married,Ogun,4,Business Administration,Internal Control & Anti-Fraud Unit,3,6.3,2.6,6.3,4.6,2,863560,Mid,9.6,Yes,3,2,84.0,3,3,2,1,57,90,Often,Occasional,No,No,
EMP-01932,9/20/2018,,Active,Permanent,39,Female,Single,Lagos,3,Business Administration,Asset Management Department,4,6.3,2.2,6.9,5.7,2,1583452,Senior,9.3,No,3,2,70.5,4,1,3,3,67,14,Sometimes,Occasional,No,No,
EMP-01933,9/20/2018,,Active,Permanent,33,Male,Married,Niger,3,Business Administration,Finance & Corporate Strategy Department,3,6.3,3.9,8.3,3.4,1,1187684,Mid,3.2,Yes,4,4,89.6,2,4,3,2,68,224,Rarely,Frequent,No,No,
EMP-01934,9/20/2018,,Active,Permanent,36,Female,Married,Lagos,3,Economics,Legal Department,4,6.3,2.7,11.0,3.0,2,2539339,Senior,7.6,Yes,3,3,89.9,4,1,3,3,70,35,Sometimes,Occasional,No,No,
EMP-01935,9/20/2018,,Active,Permanent,33,Male,Single,Abuja (FCT),4,Statistics,Public Sector Department,2,6.3,3.3,7.9,2.4,1,630112,Junior,3.2,No,1,0,32.6,4,3,4,4,98,486,Rarely,No Travel,No,No,
EMP-01936,9/21/2018,,Active,Permanent,47,Male,Married,Lagos,3,Computer Science,Internal Audit Department,4,6.3,3.9,15.7,4.4,2,2993395,Senior,6.9,No,4,3,94.5,3,3,3,3,73,50,Sometimes,Frequent,No,No,
EMP-01937,9/21/2018,,Active,Permanent,36,Male,Married,Ogun,3,Information Technology,Cash Management & Vault Operations,2,6.3,4.3,9.1,4.0,0,534593,Junior,11.2,Yes,2,2,54.8,3,1,2,4,64,93,Sometimes,No Travel,Yes,No,
EMP-01938,9/22/2018,1/9/2020,Resigned,Contract,32,Male,Single,Imo,2,Finance,Corporate Communications & Marketing,1,6.3,1.8,6.5,1.8,0,238782,Contract,3.1,No,2,2,61.3,3,2,2,2,56,230,Sometimes,No Travel,No,Yes,ACADEMICS
EMP-01939,9/22/2018,,Active,Permanent,56,Male,Married,Lagos,4,Engineering,Branch Operations Department,5,6.3,4.3,12.5,2.5,3,5250664,Executive,15.7,No,3,2,74.9,3,2,3,1,55,57,Often,Occasional,No,No,
EMP-01940,9/23/2018,6/9/2019,Resigned,Permanent,32,Male,Married,Lagos,2,Statistics,Corporate Banking Department,2,6.3,4.6,6.8,3.4,1,548415,Junior,11.5,Yes,3,3,87.5,3,3,2,1,53,42,Never,Occasional,No,Yes,CAREER PROGRESSION
EMP-01941,9/23/2018,,Active,Permanent,37,Male,Divorced,Lagos,3,Law,Internal Audit Department,2,6.3,5.3,13.2,4.5,0,770656,Junior,6.3,No,3,1,81.4,3,3,3,2,70,38,Rarely,Occasional,No,No,
EMP-01942,9/25/2018,,Active,Contract,24,Male,Divorced,Kwara,1,Others,Corporate Banking Department,1,6.3,1.6,6.3,1.5,0,179767,Contract,3.9,Yes,2,0,66.1,3,3,3,4,83,440,Often,No Travel,No,No,
EMP-01943,9/26/2018,9/28/2022,Terminated,Contract,33,Male,Married,Enugu,3,Finance,Retail Banking Department,1,6.3,1.0,6.5,2.9,0,236661,Contract,1.8,No,2,2,68.6,3,3,3,1,66,698,Always,No Travel,No,Yes,TERMINATION
EMP-01944,9/26/2018,,Active,Permanent,31,Male,Married,Anambra,4,Mathematics,Digital Banking Department,3,6.3,2.9,6.7,5.4,1,1401461,Mid,8.8,No,3,3,84.2,3,4,4,3,87,176,Always,Occasional,Yes,No,
EMP-01945,9/27/2018,,Active,Permanent,32,Male,Married,Oyo,3,Mathematics,SME Banking Department,2,6.3,4.5,8.4,2.4,1,532556,Junior,6.5,No,3,2,79.9,3,4,3,3,80,58,Rarely,No Travel,No,No,
EMP-01946,9/27/2018,,Active,Permanent,38,Male,Married,Lagos,4,Economics,Information & Cyber Security Department,3,6.3,1.5,13.6,4.3,2,955739,Mid,14.3,No,3,2,71.7,2,3,3,4,70,41,Sometimes,No Travel,Yes,No,
EMP-01947,9/28/2018,,Active,Permanent,37,Male,Married,Oyo,3,Engineering,Agricultural Finance Department,3,6.3,0.6,12.9,0.9,2,1216981,Mid,4.5,No,3,2,89.5,3,3,1,3,61,95,Rarely,Occasional,No,No,
EMP-01948,9/28/2018,,Active,Permanent,26,Male,Single,Ogun,4,Banking & Finance,Treasury & Markets Department,2,6.3,3.9,6.3,1.3,1,787320,Junior,8.0,No,3,1,71.6,1,3,4,2,63,82,Often,No Travel,Yes,No,
EMP-01949,10/2/2018,,Active,Permanent,37,Male,Married,Oyo,3,Law,Legal Department,2,6.2,2.3,11.7,2.0,0,672370,Junior,14.6,No,2,2,58.6,4,3,4,3,88,100,Sometimes,Occasional,No,No,
EMP-01950,10/3/2018,7/14/2022,Resigned,Permanent,48,Male,Married,Rivers,4,Business Administration,Retail Banking Department,4,6.2,5.2,11.3,5.6,3,2066904,Senior,5.6,Yes,2,2,56.0,1,3,4,3,74,602,Sometimes,No Travel,No,Yes,RELOCATION
EMP-01951,10/4/2018,3/12/2022,Resigned,Permanent,29,Female,Married,Imo,2,Banking & Finance,Data Analytics & Business Intelligence,2,6.2,3.5,6.2,0.0,0,647330,Junior,5.4,Yes,4,3,93.2,3,4,3,3,85,434,Sometimes,No Travel,Yes,Yes,BETTER OPPORTUNITY
EMP-01952,10/4/2018,,Active,Permanent,26,Male,Married,Rivers,3,Engineering,Corporate Banking Department,2,6.2,3.8,6.2,0.4,1,730273,Junior,12.1,Yes,1,3,38.6,4,4,2,2,71,605,Rarely,No Travel,No,No,
EMP-01953,10/4/2018,,Active,Permanent,24,Female,Single,Lagos,3,Finance,Information Technology (IT) Department,2,6.2,1.4,6.2,4.7,0,544898,Junior,3.8,Yes,3,5,72.3,3,3,4,2,72,43,Often,No Travel,Yes,No,
EMP-01954,10/4/2018,,Active,Permanent,25,Male,Single,Abuja (FCT),3,Statistics,Retail Banking Department,2,6.2,0.6,6.2,3.3,0,599329,Junior,7.9,No,3,2,89.7,2,3,3,3,64,449,Rarely,Occasional,No,No,
EMP-01955,10/5/2018,9/17/2022,Resigned,Permanent,36,Male,Married,Anambra,4,Computer Science,Retail Banking Department,2,6.2,5.0,8.4,0.2,0,764509,Junior,10.3,Yes,3,3,77.7,1,2,3,4,66,600,Often,No Travel,Yes,Yes,CAREER BREAK
EMP-01956,10/7/2018,,Active,Permanent,38,Male,Married,Ogun,3,Banking & Finance,Commercial Banking Department,3,6.2,5.4,6.6,4.8,3,951837,Mid,4.2,No,3,1,70.9,4,4,4,3,90,83,Rarely,No Travel,No,No,
EMP-01957,10/8/2018,,Active,Permanent,34,Male,Married,Kaduna,4,Finance,Branch Operations Department,3,6.2,1.2,7.0,2.0,3,1139112,Mid,13.3,No,3,2,76.1,3,3,1,2,60,299,Rarely,Frequent,No,No,
